"indiaid_from","x_from","y_from"
1001,80.541931256199,21.860207177201
1002,81.5912921327591,19.2495568617649
1003,78.0012885666833,21.7924264075898
1004,78.7783109439125,26.3589203286911
1006,82.5016194185906,22.3460029467029
1007,79.7747997239095,24.740070568657
1008,78.9857233223076,22.0361517003026
1009,79.6373866014796,23.7604198211618
1010,78.6230937879451,25.7799434693899
1011,76.5225631942942,22.6730811072201
1012,75.1658231642011,22.4605948536656
1013,81.3262684408928,21.2699472931999
1014,76.5886909856514,21.6980381906714
1015,77.5804160384258,24.4866477348507
1016,78.2042790575492,25.9519305222523
1017,77.8104895976487,22.3825934335758
1018,75.8510707973207,22.6422489497797
1019,80.3068377401232,23.4260918900762
1020,74.5806508135637,22.5706754326767
1021,80.9044334497148,22.6980327772244
1022,75.3847749874559,24.2977156253755
1023,77.4650446701381,25.9708170801682
1024,79.2181689406466,22.8482382992121
1025,80.285034425127,24.3914367563064
1026,83.8040465259796,22.5041891757645
1027,82.4688911436986,21.0560775578066
1028,78.2058693529669,23.1269375514942
1029,76.827719297845,23.7777147453678
1031,75.1638109202848,23.4408256759464
1032,81.7012976132049,24.7534567768621
1033,78.8460847609134,23.7704198658452
1034,83.0817980686902,23.4226491275204
1035,80.9051187054448,24.5238535313591
1036,77.2871726203731,23.0446036155007
1037,79.828071296425,22.2550131031149
1038,81.4736220515149,23.4427836381165
1039,76.4205876337279,23.499370232414
1040,77.8969992998257,25.261773856943
1041,82.2903497552655,24.2175144604213
1042,79.0972202672201,24.9406786915518
1043,75.7452538509701,23.2438280302624
1044,77.9126709476868,23.7965245848869
1045,75.5104554746184,21.8131245258476
1101,74.6756845326203,19.1780533458738
1102,77.2663346149502,20.4687303304474
1103,77.7004132662758,21.1356256062764
1104,75.585542528947,19.8940828672805
1105,75.9185050932578,18.8966248663933
1106,80.2339803588224,21.1301807202132
1107,76.4884144008152,20.4408461008674
1108,80.1320161869495,19.9114160401726
1109,74.4651228145199,21.2620252818582
1111,72.9087058720534,19.1619718614267
1112,75.5373536304589,20.8699836534144
1114,74.0676004469577,16.4665480603316
1116,79.2818382977028,21.1402428843219
1117,77.7475916705334,19.0735323021572
1118,74.0725165248322,20.2185530982996
1119,73.5058648278816,16.8780696382959
1120,76.4887350061957,18.2458363980085
1121,76.9201833675161,19.421334478527
1122,74.0181251435733,18.5641743623287
1123,73.1878048330837,18.4926796659991
1124,74.7818121551507,17.0838713723445
1125,74.1214161098787,17.6499929703482
1126,73.4890913372686,15.9851195549112
1127,75.5284495803075,17.7586885608334
1128,73.136987453984,19.6146896594434
1129,78.7590430190342,20.7491072149496
1130,78.3403788225659,20.0290629848291
1201,93.8812006908489,24.5954066722443
1202,93.528635451671,24.3118960909235
1203,93.9739237663355,24.8414453658334
1204,94.1430223896843,25.3142859378048
1205,93.620399648814,25.0181701242718
1206,94.1545123583025,24.2761282150951
1207,94.047427328521,24.5510067430815
1208,94.4739804810916,25.085643266525
1301,90.634956882635,25.7773185136771
1302,91.8628735087635,25.5900044608292
1303,92.4436189931215,25.3761721598982
1304,90.2941922098318,25.4979668843797
1305,91.2476312009843,25.5406297252265
1401,93.9063234113602,25.7063558593396
1402,94.59905703966,26.5379179794935
1403,95.1261170593581,26.8317977511423
1404,94.6163635299442,25.7454835903504
1405,94.9290309192631,26.2863024047264
1406,94.3191723803921,26.2179755932377
1407,94.6356795343557,26.132206882552
1501,83.4608583682897,20.78235270797
1502,86.7991639706138,21.3283916725351
1503,86.1302112592343,20.5513303525396
1504,85.1536127751846,20.9189759492901
1505,84.5183599068395,19.5137119907069
1506,83.0793975226074,20.0466133583645
1507,85.6778588241955,21.5610660188906
1508,82.9342894822249,19.0367942159799
1509,86.3834723307711,21.9199103106541
1510,84.0819757416499,20.2667147266917
1511,85.3889082009104,20.06512391432
1512,84.1232153068267,21.4335809243279
1513,84.6308978208027,22.0999402040428
1601,74.9244680481026,31.5215352562164
1602,75.2311493419935,30.1451932297992
1604,75.4604766383523,32.002796452246
1605,74.6728353403439,30.5214381748103
1606,75.9874415428247,31.5245714334769
1607,75.7785914546859,31.1235903357673
1608,75.4309497038996,31.3319050636873
1609,75.9789799920181,30.7485839517306
1610,76.4835269100006,30.3174742610038
1611,76.6162585418114,30.9194547816114
1612,75.8648650176676,30.21767381889
1701,74.9242417777889,26.1504832501302
1702,76.6867978155182,27.5461023926005
1703,74.4737187907645,23.4630560190648
1704,71.5303686624177,25.7104589306323
1705,77.5128501554903,26.9784457658419
1706,74.8246080295757,25.3892438217962
1707,73.1721383887049,28.1658095675551
1708,75.8603656348273,25.3976701067032
1709,74.7584120011465,24.5291724400372
1710,74.7052984327513,28.2195135257688
1712,73.9115639664505,23.6733375206687
1713,74.0986234991222,29.3031065319002
1714,75.9737123479109,26.8826488590354
1715,70.9924697962127,27.0858983658338
1716,72.3602797568105,25.0796923051444
1717,76.3051649642287,24.2720598362374
1718,75.651650875732,28.0178674948785
1719,72.9417845272383,26.7094858742386
1720,76.5558243836455,24.9947915470133
1721,74.3123281599768,27.0176359731406
1722,73.6494368014248,25.655059957208
1723,76.7974773955918,26.3434233461658
1724,75.4374234117936,27.5595633055007
1725,75.7641116091811,26.0755649445322
1726,72.9061206909085,24.714786077167
1727,73.9191250701517,24.5524614852
1801,88.6712076678156,27.2677756044239
1802,88.5241242818572,27.740526571221
1803,88.3758782529584,27.2821017577897
1804,88.1623142852535,27.3295068469744
1901,79.9372400544574,12.9097321333815
1902,77.2997155644931,11.0688342089497
1905,77.3602992765594,8.29841842444487
1906,80.2392948128545,13.0694015818303
1907,77.8036463648213,10.1359899306269
1908,76.6510244822839,11.4456160574749
1909,79.0893558805892,12.627276541055
1913,78.3970588338007,9.60316150426291
1914,78.1757332641433,11.9145843996896
1915,79.3455214420966,11.8242625329251
1916,79.4293887981297,10.6494404453759
1917,78.6740602436101,10.8470173532703
1918,77.7352724031818,8.82495481272964
2001,92.1060479426075,24.0795346637581
2002,91.6290148319293,23.399525207672
2003,91.4748777089921,23.7882639619025
2101,78.2262944481708,27.0142644174473
2102,78.185184991257,27.822230754963
2103,81.9233061081945,25.3970195939602
2104,79.5978342118195,29.8028138588782
2105,83.2486532370105,26.1455185562695
2106,81.5725676619767,27.7230147052958
2107,84.1222341542985,26.0739334553044
2108,80.8769184900954,25.3599617110964
2109,81.4090844876394,26.9408274394406
2110,79.4480268659313,28.460188905304
2111,82.7623436248979,27.0627611695219
2112,78.4032539860624,29.3368132333457
2113,78.9657034199597,28.0825002544464
2114,77.9169154558312,28.3656564515984
2115,79.4510183492777,30.5217620708775
2116,77.9690057931768,30.4331940797146
2117,83.8577677724673,26.7527092295039
2118,78.8245749954457,27.6030842525912
2119,79.3371304404814,26.6969885558089
2120,82.4106305880078,26.5798251273843
2121,79.6218634475059,27.2309736211173
2122,80.8676226483991,25.8852020654643
2123,78.757301354146,29.8720627761363
2125,83.6490532370823,25.761945288533
2126,82.1689329616769,27.2864501362108
2127,83.3609032250302,26.9894162044824
2128,79.8958828038404,25.5540907855018
2129,80.1973143083568,27.3467525401902
2130,79.4786690678867,26.0670200198861
2131,82.6506380743797,25.8165757431572
2132,78.8512972137924,25.0385821295578
2133,80.0823241804768,26.4181366177004
2135,80.6490374909216,28.1350579786745
2137,80.9502872683096,26.8826698076838
2138,79.0039858258442,27.184490163961
2139,77.7635817656552,27.5377001870434
2140,77.6494952299635,28.9196282237366
2141,83.0159022189348,24.6967561171939
2142,78.5963180744393,28.7277600946773
2143,77.6204121812888,29.4011984081574
2144,79.4649728275665,29.1797998185394
2145,79.9710936860126,28.5504245794463
2146,80.2550164532613,29.986871319359
2147,81.9002945146494,25.9210954406499
2148,81.2752170833785,26.2641220679576
2149,79.1286706150344,28.793046517032
2150,77.7415750971056,29.8823939921191
2151,79.8649938200871,27.9827411151599
2152,80.8683798401116,27.5376755143023
2153,82.0969196018566,26.319277216465
2154,78.5544636248632,30.4241733855066
2155,80.5960109268501,26.6478138911215
2156,78.5864738402489,30.9738006388444
2157,83.098837143427,25.3474100234865
2201,87.1059017209816,23.2255724209201
2202,87.8554120029757,23.3934374596405
2203,87.6108024131089,23.9513305168734
2204,88.4118497814346,22.618144985072
2205,88.3792707201975,26.8817353621064
2206,88.0616863004688,22.5604773946417
2207,88.0754332114391,22.9179500002723
2208,89.0796814692391,26.6680590356969
2209,89.3303003305787,26.2988806198168
2210,88.0555949446376,25.1475644961658
2211,87.4136333341311,22.3207740921506
2212,88.1843548309417,24.184424355862
2213,88.5121476001334,23.5309072920497
2214,86.3862969236562,23.2949376527061
2215,88.6372663261495,22.3423891323773
2216,88.3061400312077,25.6845267189174
2401,95.8402804571805,28.7514889854971
2402,93.1207854311053,27.3023016786716
2403,95.0773428468528,28.3575450247395
2404,96.562055049409,28.0605968506701
2405,93.5624289296592,27.7335340127337
2406,95.5653448764161,27.0449500116589
2407,93.8800639170717,28.2983508105734
2408,92.5501381345447,27.3958665363821
2409,94.5523763653488,28.5783936066631
2410,91.9892189522502,27.6401458970848
2411,96.4153190451689,27.4877725662245
2501,76.8360780732825,30.6757052693933
2601,73.0615955205179,20.1872301246844
2701,77.1870976041328,28.5759788498501
2801,72.8653493645741,20.4300471678769
2802,70.7000835225919,20.8812058445538
2803,73.9536905057059,15.5154411036817
2804,74.0683159352975,15.1482840734197
2901,73.0569978470512,8.27469121119984
3001,92.8907619505992,23.7093195229057
3002,92.8672351721107,22.4076568887353
3003,92.7030012422258,22.976195585561
3101,79.8047672853124,10.9307724433275
3102,75.5473342457868,11.6922387367635
3103,79.7516761409776,11.8930968202908
3104,82.2543055251487,16.6589726290728
3201,79.2045604930678,19.2188286115971
3202,77.5475668128775,14.489201311004
3203,79.009589314284,13.4719572833736
3204,78.7701012313474,14.4671227062163
3205,82.0490742329945,17.179429586869
3206,80.0556387999072,16.1936218464762
3207,78.1815205984073,17.2906089480986
3208,79.2681225803038,18.5440271514143
3209,80.7636571940348,17.6928157971334
3210,80.799840154383,16.5510373990909
3211,78.2873600106734,15.5786680071016
3212,78.1429794185442,16.4913754108693
3213,78.2282163050073,17.8834565226029
3214,79.2947004097199,17.0584404416213
3215,79.7123006256697,14.7845234829895
3216,78.2070341743005,18.5077616763262
3219,83.8544807977048,18.6775770227449
3220,82.8627763319592,17.9535074523598
3222,79.8104425766174,17.9490205339535
3223,81.3997331529162,16.8836716772269
3303,95.0737574970069,27.4725864724174
3304,92.599511622552,26.6978146347672
3305,90.2324615334056,26.3092456292361
3306,91.2119358257463,26.3788196414293
3308,93.5458662533234,26.2001937754321
3311,92.908328292954,25.5788922451413
3312,94.9161270656467,27.525597258331
3313,92.8257208043403,26.2252201550968
3314,94.3444409341059,26.7855933687531
3315,92.7436604233598,24.7081133353522
3403,86.8997068392727,25.0090893778722
3405,86.0431766207121,26.1118861641062
3407,86.3568862572051,23.7697109356218
3408,84.8827546426999,24.8255841835444
3413,85.5420808631693,24.1409063311393
3419,86.2533531599631,25.1527058431171
3420,85.3860974619207,26.2150364404547
3423,84.1759611845072,24.0806886417465
3424,84.5970248710479,26.8885968166115
3425,85.2828104191614,25.3775295097624
3427,87.5025689656577,25.9269724715103
3428,84.9527126699055,23.1420448989307
3429,84.0911174616398,25.2989126733518
3430,86.7550262480401,25.9275907854771
3434,84.5717182213609,26.2170311179737
3436,85.8151762814749,22.5804406757039
3442,87.2024362119578,24.503399779751
3501,72.276362810788,22.7515668488542
3502,71.1829947569757,21.4578081973211
3503,72.0128266706718,24.2202129355163
3504,73.2223785907378,21.7538835397902
3506,71.7687442992524,21.6287593976473
3507,69.9038174076933,22.2898516595216
3508,70.3212946641498,21.3674708553966
3509,69.9840146237548,23.6377231342056
3510,72.945366368429,22.6729266318357
3511,72.3551689550204,23.6298591218249
3512,73.892280221327,22.8356472259203
3513,70.7492281098554,22.2903482887711
3514,73.2233293740727,23.6169397825943
3515,73.3593959693278,21.1994761254045
3516,71.5480029857179,22.8433158115234
3517,73.7392659804245,20.7601115670023
3518,73.5621097954055,22.2173280514875
3519,73.1186899197086,20.5627813626331
3601,77.1376384373412,30.3502660033585
3604,77.237386247316,28.0919860749229
3605,75.636624841457,29.222099973758
3606,76.4353238746103,29.4263010234788
3607,76.8516144719861,29.7222266287133
3609,76.3824264745752,28.2327491319045
3610,76.7652482978427,28.7430761653176
3701,76.7320268630676,31.3260980047955
3702,76.417036155568,32.6498961367361
3704,76.4014952113568,31.9297292933053
3705,78.4083547262846,31.6100141200327
3706,77.4407700625701,31.8862667106188
3707,77.6042419683364,32.4786020966248
3708,77.0601322192288,31.5943762260861
3709,77.6961715548818,31.1754896792178
3710,77.4703032392427,30.6369561894564
3711,77.0081571987708,31.0030951635045
3801,74.2976431333544,36.3741555050704
3802,74.3164461644712,35.4165202748837
3803,74.9978993263899,35.2789123451532
3804,74.0695956767422,34.5640538633492
3805,74.7982591590434,34.5291552272116
3806,75.3320941511386,33.8039039717186
3807,74.1177367379757,33.8209365563738
3808,74.0693800546109,33.2335824642843
3809,74.8290027690689,33.2515598148234
3810,74.9487486758311,32.7163502082712
3811,75.6430821779098,32.5434435895331
3812,75.4510148519888,33.0379750506226
3813,78.1961365737192,34.4734946618762
3814,73.6960995072234,35.7580520966845
3815,76.0409705972465,33.4577137415482
3816,76.1159528887778,34.6186594286454
3817,75.1026037408068,34.2455485975056
3818,75.0215900019067,33.8397987602688
3819,74.788239448191,33.9454497925704
3901,77.5334656159764,12.8423063330125
3902,74.8138994008249,16.0759274688895
3903,76.4643689403796,14.964354902175
3904,77.2676677656173,17.894795481377
3905,75.8829250614178,16.5164529609791
3906,75.7333879768253,13.3890150481845
3907,76.426818725995,14.1422079988752
3908,75.107927214796,13.0801404155303
3909,75.4922971053077,15.1131535048248
3910,76.9107917893953,17.0048958626627
3911,76.1599952537678,12.9375822373128
3912,75.8282433713868,12.2730050121624
3913,78.0058625347505,13.3808048035432
3914,76.8559890521799,12.5400122416886
3915,76.7874376100784,12.0258597062507
3916,76.6548127617797,15.8155084003196
3917,75.3878664231439,13.9940328560457
3918,76.9548655831232,13.3660559221217
3919,74.6269850123406,14.7587984416886
4001,76.4849446946925,9.42857870526494
4002,75.4761505986892,12.0953512889928
4003,76.5762960994297,10.0634175297817
4006,76.9314844782143,9.79454532481909
4007,75.9303849275643,11.5371268822594
4008,76.1631160080625,11.1460636145178
4009,76.5746004498813,10.8023896603486
4011,76.9442277422443,9.12719810963718
4012,76.3174540112707,10.4820782727438
4013,77.0177432582479,8.6144938674781
